Departamento,Año,Mes,Consumo (m³),Temperatura promedio mensual (°C),Número de ocupantes,Superficie (m²),Piso,Estado de mantenimiento,Costo (BOB)
D01,2022,10,46.07,13.74,5,112,0,Malo,27.64
D01,2022,11,45.29,6.47,5,112,0,Malo,27.17
D01,2022,12,42.01,22.85,5,112,0,Malo,25.21
D01,2023,1,41.61,24.8,5,112,0,Malo,24.97
D01,2023,2,36.45,26.0,5,112,0,Malo,21.87
D01,2023,3,52.1,-2.15,5,112,0,Malo,31.26
D01,2023,4,39.48,18.22,5,112,0,Malo,23.69
D01,2023,5,46.31,12.8,5,112,0,Malo,27.78
D01,2023,6,42.47,17.58,5,112,0,Malo,25.48
D01,2023,7,44.76,12.45,5,112,0,Malo,26.86
D01,2023,8,47.31,6.26,5,112,0,Malo,28.39
D01,2023,9,42.84,19.31,5,112,0,Malo,25.7
D01,2023,10,43.65,12.32,5,112,0,Malo,26.19
D01,2023,11,49.21,9.03,5,112,0,Malo,29.53
D01,2023,12,40.7,15.44,5,112,0,Malo,24.42
D02,2014,1,28.57,25.21,4,68,0,Bueno,17.14
D02,2014,2,41.28,5.71,4,68,0,Bueno,24.77
D02,2014,3,36.91,15.0,4,68,0,Bueno,22.15
D02,2014,4,38.06,8.09,4,68,0,Bueno,22.83
D02,2014,5,39.45,-0.3,4,68,0,Bueno,23.67
D02,2014,6,35.63,10.56,4,68,0,Bueno,21.38
D02,2014,7,33.87,15.44,4,68,0,Bueno,20.32
D02,2014,8,32.99,16.74,4,68,0,Bueno,19.79
D02,2014,9,35.57,11.36,4,68,0,Bueno,21.34
D02,2014,10,29.12,23.16,4,68,0,Bueno,17.47
D02,2014,11,35.69,8.38,4,68,0,Bueno,21.41
D02,2014,12,41.08,3.18,4,68,0,Bueno,24.65
D02,2015,1,35.51,7.57,4,68,0,Bueno,21.31
D02,2015,2,29.63,24.49,4,68,0,Bueno,17.78
D02,2015,3,34.75,17.53,4,68,0,Bueno,20.85
D02,2015,4,25.67,27.43,4,68,0,Bueno,15.4
D02,2015,5,40.28,-2.5,4,68,0,Bueno,24.17
D02,2015,6,38.97,2.01,4,68,0,Bueno,23.38
D02,2015,7,37.35,6.52,4,68,0,Bueno,22.41
D02,2015,8,31.13,23.54,4,68,0,Bueno,18.68
D02,2015,9,40.73,4.61,4,68,0,Bueno,24.44
D02,2015,10,29.83,29.93,4,68,0,Bueno,17.9
D02,2015,11,32.57,21.33,4,68,0,Bueno,19.54
D02,2015,12,25.38,26.93,4,68,0,Bueno,15.23
D02,2016,1,40.99,5.48,4,68,0,Bueno,24.6
D02,2016,2,30.02,22.41,4,68,0,Bueno,18.01
D02,2016,3,37.68,9.2,4,68,0,Bueno,22.61
D02,2016,4,32.66,17.94,4,68,0,Bueno,19.6
D02,2016,5,36.9,12.94,4,68,0,Bueno,22.14
D02,2016,6,41.07,0.22,4,68,0,Bueno,24.64
D02,2016,7,41.82,2.94,4,68,0,Bueno,25.09
D02,2016,8,36.09,11.61,4,68,0,Bueno,21.66
D02,2016,9,32.09,22.51,4,68,0,Bueno,19.25
D02,2016,10,31.42,20.29,4,68,0,Bueno,18.85
D02,2016,11,29.32,22.72,4,68,0,Bueno,17.59
D02,2016,12,42.63,1.57,4,68,0,Bueno,25.58
D02,2017,1,30.34,19.43,4,68,0,Bueno,18.21
D02,2017,2,36.78,10.75,4,68,0,Bueno,22.07
D02,2017,3,38.21,8.11,4,68,0,Bueno,22.92
D02,2017,4,44.71,-0.51,4,68,0,Bueno,26.83
D02,2017,5,45.99,-4.66,4,68,0,Bueno,27.6
D02,2017,6,28.74,24.2,4,68,0,Bueno,17.24
D02,2017,7,38.08,9.67,4,68,0,Bueno,22.85
D02,2017,8,38.91,9.12,4,68,0,Bueno,23.35
D02,2017,9,33.85,13.82,4,68,0,Bueno,20.31
D02,2017,10,45.61,-4.19,4,68,0,Bueno,27.36
D02,2017,11,26.08,27.28,4,68,0,Bueno,15.65
D02,2017,12,26.61,28.34,4,68,0,Bueno,15.97
D02,2018,1,33.9,17.04,4,68,0,Bueno,20.34
D02,2018,2,35.86,16.27,4,68,0,Bueno,21.52
D02,2018,3,25.37,29.31,4,68,0,Bueno,15.22
D02,2018,4,37.67,8.67,4,68,0,Bueno,22.6
D02,2018,5,38.66,1.59,4,68,0,Bueno,23.19
D02,2018,6,34.04,14.93,4,68,0,Bueno,20.43
D02,2018,7,26.2,26.32,4,68,0,Bueno,15.72
D02,2018,8,42.79,-1.35,4,68,0,Bueno,25.68
D02,2018,9,44.87,-3.88,4,68,0,Bueno,26.92
D02,2018,10,33.87,12.1,4,68,0,Bueno,20.32
D02,2018,11,45.86,-2.57,4,68,0,Bueno,27.52
D02,2018,12,37.73,4.93,4,68,0,Bueno,22.64
D02,2019,1,30.18,18.08,4,68,0,Bueno,18.11
D02,2019,2,43.41,-2.99,4,68,0,Bueno,26.04
D02,2019,3,43.45,1.01,4,68,0,Bueno,26.07
D02,2019,4,35.05,9.38,4,68,0,Bueno,21.03
D02,2019,5,42.58,-1.12,4,68,0,Bueno,25.55
D02,2019,6,33.34,11.74,4,68,0,Bueno,20.01
D02,2019,7,29.78,28.43,4,68,0,Bueno,17.87
D02,2019,8,40.26,-0.45,4,68,0,Bueno,24.16
D02,2019,9,37.99,10.13,4,68,0,Bueno,22.8
D02,2019,10,36.61,11.62,4,68,0,Bueno,21.97
D02,2019,11,28.39,27.87,4,68,0,Bueno,17.03
D02,2019,12,36.62,12.59,4,68,0,Bueno,21.97
D02,2020,1,36.52,4.64,4,68,0,Bueno,21.91
D02,2020,2,39.19,-0.01,4,68,0,Bueno,23.51
D02,2020,3,39.16,8.97,4,68,0,Bueno,23.5
D02,2020,4,37.56,13.4,4,68,0,Bueno,22.54
D02,2020,5,28.67,25.77,4,68,0,Bueno,17.2
D02,2020,6,35.64,15.16,4,68,0,Bueno,21.38
D02,2020,7,41.55,5.08,4,68,0,Bueno,24.93
D02,2020,8,37.52,10.97,4,68,0,Bueno,22.51
D02,2020,9,30.63,19.91,4,68,0,Bueno,18.38
D02,2020,10,35.43,16.46,4,68,0,Bueno,21.26
D02,2020,11,39.73,1.13,4,68,0,Bueno,23.84
D02,2020,12,29.95,26.5,4,68,0,Bueno,17.97
D02,2021,1,38.75,11.02,4,68,0,Bueno,23.25
D02,2021,2,41.5,1.42,4,68,0,Bueno,24.9
D02,2021,3,40.09,8.77,4,68,0,Bueno,24.05
D02,2021,4,42.33,3.39,4,68,0,Bueno,25.4
D02,2021,5,40.28,4.58,4,68,0,Bueno,24.17
D02,2021,6,41.69,5.22,4,68,0,Bueno,25.01
D02,2021,7,33.42,19.43,4,68,0,Bueno,20.05
D02,2021,8,40.46,2.6,4,68,0,Bueno,24.28
D02,2021,9,27.25,29.73,4,68,0,Bueno,16.35
D02,2021,10,24.34,29.84,4,68,0,Bueno,14.6
D02,2021,11,44.06,-1.32,4,68,0,Bueno,26.43
D02,2021,12,38.3,6.41,4,68,0,Bueno,22.98
D02,2022,1,39.91,3.85,4,68,0,Bueno,23.95
D02,2022,2,33.65,11.18,4,68,0,Bueno,20.19
D02,2022,3,33.64,19.31,4,68,0,Bueno,20.19
D02,2022,4,39.11,8.34,4,68,0,Bueno,23.46
D02,2022,5,28.7,24.95,4,68,0,Bueno,17.22
D02,2022,6,41.8,-4.62,4,68,0,Bueno,25.08
D02,2022,7,27.21,27.1,4,68,0,Bueno,16.33
D02,2022,8,31.11,21.2,4,68,0,Bueno,18.66
D02,2022,9,43.4,-2.61,4,68,0,Bueno,26.04
D02,2022,10,42.76,3.48,4,68,0,Bueno,25.66
D02,2022,11,43.77,-0.09,4,68,0,Bueno,26.26
D02,2022,12,27.6,24.45,4,68,0,Bueno,16.56
D02,2023,1,41.59,-4.37,4,68,0,Bueno,24.95
D02,2023,2,39.36,5.3,4,68,0,Bueno,23.62
D02,2023,3,34.93,8.68,4,68,0,Bueno,20.96
D02,2023,4,32.0,21.73,4,68,0,Bueno,19.2
D02,2023,5,40.76,0.37,4,68,0,Bueno,24.46
D02,2023,6,37.71,2.58,4,68,0,Bueno,22.63
D02,2023,7,30.78,18.63,4,68,0,Bueno,18.47
D02,2023,8,34.13,19.39,4,68,0,Bueno,20.48
D02,2023,9,30.94,23.4,4,68,0,Bueno,18.57
D02,2023,10,34.14,20.07,4,68,0,Bueno,20.49
D02,2023,11,36.31,8.67,4,68,0,Bueno,21.79
D02,2023,12,40.41,-3.17,4,68,0,Bueno,24.25
D03,2014,1,28.17,8.11,2,88,0,Bueno,16.9
D03,2014,2,34.23,-1.8,2,88,0,Bueno,20.54
D03,2014,3,18.01,29.63,2,88,0,Bueno,10.81
D03,2014,4,33.95,1.73,2,88,0,Bueno,20.37
D03,2014,5,34.73,2.72,2,88,0,Bueno,20.84
D03,2014,6,24.34,22.89,2,88,0,Bueno,14.6
D03,2014,7,31.36,0.88,2,88,0,Bueno,18.82
D03,2014,8,26.67,9.55,2,88,0,Bueno,16.0
D03,2014,9,30.95,6.45,2,88,0,Bueno,18.57
D03,2014,10,31.23,1.63,2,88,0,Bueno,18.74
D03,2014,11,29.45,13.96,2,88,0,Bueno,17.67
D03,2014,12,32.47,-0.77,2,88,0,Bueno,19.48
D03,2015,1,28.1,7.48,2,88,0,Bueno,16.86
D03,2015,2,28.16,9.07,2,88,0,Bueno,16.9
D03,2015,3,29.24,8.62,2,88,0,Bueno,17.55
D03,2015,4,37.04,-2.69,2,88,0,Bueno,22.22
D03,2015,5,24.14,17.75,2,88,0,Bueno,14.48
D03,2015,6,33.43,-2.64,2,88,0,Bueno,20.06
D03,2015,7,31.62,5.55,2,88,0,Bueno,18.97
D03,2015,8,16.71,29.41,2,88,0,Bueno,10.02
D03,2015,9,29.86,13.77,2,88,0,Bueno,17.92
D03,2015,10,19.45,24.77,2,88,0,Bueno,11.67
D03,2015,11,20.12,28.57,2,88,0,Bueno,12.07
D03,2015,12,20.3,29.35,2,88,0,Bueno,12.18
D03,2016,1,27.27,18.73,2,88,0,Bueno,16.36
D03,2016,2,23.15,19.28,2,88,0,Bueno,13.89
D03,2016,3,27.49,17.24,2,88,0,Bueno,16.49
D03,2016,4,32.84,6.13,2,88,0,Bueno,19.71
D03,2016,5,26.87,11.87,2,88,0,Bueno,16.12
D03,2016,6,26.16,16.3,2,88,0,Bueno,15.7
D03,2016,7,30.45,8.38,2,88,0,Bueno,18.27
D03,2016,8,32.76,3.13,2,88,0,Bueno,19.65
D03,2016,9,17.4,29.59,2,88,0,Bueno,10.44
D03,2016,10,27.89,16.57,2,88,0,Bueno,16.74
D03,2016,11,32.32,5.81,2,88,0,Bueno,19.39
D03,2016,12,23.77,21.5,2,88,0,Bueno,14.26
D03,2017,1,34.5,-2.9,2,88,0,Bueno,20.7
D03,2017,2,29.02,5.38,2,88,0,Bueno,17.41
D03,2017,3,29.95,2.15,2,88,0,Bueno,17.97
D03,2017,4,20.73,27.32,2,88,0,Bueno,12.44
D03,2017,5,21.18,28.11,2,88,0,Bueno,12.71
D03,2017,6,29.22,6.5,2,88,0,Bueno,17.53
D03,2017,7,26.6,17.53,2,88,0,Bueno,15.96
D03,2017,8,30.05,13.23,2,88,0,Bueno,18.03
D03,2017,9,23.69,17.68,2,88,0,Bueno,14.21
D03,2017,10,37.97,-4.17,2,88,0,Bueno,22.78
D03,2017,11,28.96,6.59,2,88,0,Bueno,17.37
D03,2017,12,29.3,13.88,2,88,0,Bueno,17.58
D03,2018,1,23.15,18.28,2,88,0,Bueno,13.89
D03,2018,2,25.59,19.06,2,88,0,Bueno,15.35
D03,2018,3,24.95,16.28,2,88,0,Bueno,14.97
D03,2018,4,30.33,6.26,2,88,0,Bueno,18.2
D03,2018,5,38.41,-4.79,2,88,0,Bueno,23.05
D03,2018,6,33.23,-2.55,2,88,0,Bueno,19.94
D03,2018,7,23.05,17.2,2,88,0,Bueno,13.83
D03,2018,8,30.28,2.15,2,88,0,Bueno,18.17
D03,2018,9,27.92,15.74,2,88,0,Bueno,16.75
D03,2018,10,18.41,27.61,2,88,0,Bueno,11.05
D03,2018,11,36.28,-2.26,2,88,0,Bueno,21.77
D03,2018,12,32.18,5.9,2,88,0,Bueno,19.31
D03,2019,1,30.07,3.57,2,88,0,Bueno,18.04
D03,2019,2,30.66,3.71,2,88,0,Bueno,18.39
D03,2019,3,29.27,10.69,2,88,0,Bueno,17.56
D03,2019,4,33.23,4.52,2,88,0,Bueno,19.94
D03,2019,5,37.74,-2.2,2,88,0,Bueno,22.64
D03,2019,6,27.34,8.94,2,88,0,Bueno,16.4
D03,2019,7,28.61,10.45,2,88,0,Bueno,17.16
D03,2019,8,25.0,20.72,2,88,0,Bueno,15.0
D03,2019,9,23.72,23.69,2,88,0,Bueno,14.23
D03,2019,10,35.24,-4.31,2,88,0,Bueno,21.15
D03,2019,11,22.91,24.89,2,88,0,Bueno,13.74
D03,2019,12,20.74,27.25,2,88,0,Bueno,12.45
D03,2020,1,34.99,0.35,2,88,0,Bueno,20.99
D03,2020,2,31.58,4.01,2,88,0,Bueno,18.95
D03,2020,3,27.61,10.88,2,88,0,Bueno,16.57
D03,2020,4,23.13,16.21,2,88,0,Bueno,13.88
D03,2020,5,33.72,-0.22,2,88,0,Bueno,20.23
D03,2020,6,31.73,0.42,2,88,0,Bueno,19.04
D03,2020,7,36.08,-4.55,2,88,0,Bueno,21.65
D03,2020,8,23.56,20.39,2,88,0,Bueno,14.13
D03,2020,9,22.74,27.4,2,88,0,Bueno,13.65
D03,2020,10,18.56,28.97,2,88,0,Bueno,11.13
D03,2020,11,28.58,12.13,2,88,0,Bueno,17.15
D03,2020,12,25.46,15.59,2,88,0,Bueno,15.27
D03,2021,1,38.15,-3.64,2,88,0,Bueno,22.89
D03,2021,2,29.96,8.47,2,88,0,Bueno,17.98
D03,2021,3,32.52,1.8,2,88,0,Bueno,19.51
D03,2021,4,34.31,3.93,2,88,0,Bueno,20.59
D03,2021,5,23.72,20.28,2,88,0,Bueno,14.23
D03,2021,6,28.88,12.1,2,88,0,Bueno,17.33
D03,2021,7,25.02,19.38,2,88,0,Bueno,15.01
D03,2021,8,21.5,27.43,2,88,0,Bueno,12.9
D03,2021,9,29.27,3.48,2,88,0,Bueno,17.56
D03,2021,10,22.86,23.46,2,88,0,Bueno,13.71
D03,2021,11,25.65,18.67,2,88,0,Bueno,15.39
D03,2021,12,23.57,17.59,2,88,0,Bueno,14.14
D03,2022,1,29.42,10.94,2,88,0,Bueno,17.65
D03,2022,2,32.46,3.9,2,88,0,Bueno,19.48
D03,2022,3,21.69,28.31,2,88,0,Bueno,13.02
D03,2022,4,37.71,-4.57,2,88,0,Bueno,22.63
D03,2022,5,27.52,17.55,2,88,0,Bueno,16.51
D03,2022,6,29.86,8.92,2,88,0,Bueno,17.91
D03,2022,7,20.64,26.53,2,88,0,Bueno,12.39
D03,2022,8,32.53,1.61,2,88,0,Bueno,19.52
D03,2022,9,20.3,24.04,2,88,0,Bueno,12.18
D03,2022,10,33.82,5.58,2,88,0,Bueno,20.29
D03,2022,11,24.07,18.05,2,88,0,Bueno,14.44
D03,2022,12,30.38,5.78,2,88,0,Bueno,18.23
D03,2023,1,22.33,25.67,2,88,0,Bueno,13.4
D03,2023,2,35.56,-1.89,2,88,0,Bueno,21.34
D03,2023,3,21.77,22.18,2,88,0,Bueno,13.06
D03,2023,4,35.29,-0.01,2,88,0,Bueno,21.18
D03,2023,5,19.41,27.55,2,88,0,Bueno,11.65
D03,2023,6,33.83,5.78,2,88,0,Bueno,20.3
D03,2023,7,19.02,23.57,2,88,0,Bueno,11.41
D03,2023,8,36.26,-2.56,2,88,0,Bueno,21.75
D03,2023,9,28.04,13.37,2,88,0,Bueno,16.82
D03,2023,10,21.5,20.66,2,88,0,Bueno,12.9
D03,2023,11,30.97,8.11,2,88,0,Bueno,18.58
D03,2023,12,30.93,1.93,2,88,0,Bueno,18.56
D04,2014,1,31.76,23.5,5,54,0,Regular,19.06
D04,2014,2,44.96,-2.94,5,54,0,Regular,26.98
D04,2014,3,33.17,21.57,5,54,0,Regular,19.9
D04,2014,4,31.56,26.58,5,54,0,Regular,18.94
D04,2014,5,37.68,16.94,5,54,0,Regular,22.61
D04,2014,6,30.7,25.39,5,54,0,Regular,18.42
D04,2014,7,42.04,5.26,5,54,0,Regular,25.22
D04,2014,8,42.11,4.69,5,54,0,Regular,25.27
D04,2014,9,37.52,15.5,5,54,0,Regular,22.51
D04,2014,10,33.73,18.55,5,54,0,Regular,20.24
D04,2014,11,48.34,-2.86,5,54,0,Regular,29.01
D04,2014,12,48.27,-4.75,5,54,0,Regular,28.96
D04,2015,1,28.2,29.57,5,54,0,Regular,16.92
D04,2015,2,35.8,13.28,5,54,0,Regular,21.48
D04,2015,3,40.27,16.1,5,54,0,Regular,24.16
D04,2015,4,37.17,21.65,5,54,0,Regular,22.3
D04,2015,5,38.64,11.56,5,54,0,Regular,23.18
D04,2015,6,39.61,10.03,5,54,0,Regular,23.77
D04,2015,7,35.32,26.16,5,54,0,Regular,21.19
D04,2015,8,36.25,23.59,5,54,0,Regular,21.75
D04,2015,9,35.53,18.28,5,54,0,Regular,21.32
D04,2015,10,46.03,-3.0,5,54,0,Regular,27.62
D04,2015,11,39.72,6.56,5,54,0,Regular,23.83
D04,2015,12,41.09,10.99,5,54,0,Regular,24.66
D04,2016,1,37.54,20.38,5,54,0,Regular,22.52
D04,2016,2,46.08,-0.14,5,54,0,Regular,27.65
D04,2016,3,31.37,25.42,5,54,0,Regular,18.82
D04,2016,4,37.55,19.47,5,54,0,Regular,22.53
D04,2016,5,42.16,7.9,5,54,0,Regular,25.3
D04,2016,6,36.22,18.06,5,54,0,Regular,21.73
D04,2016,7,38.8,9.46,5,54,0,Regular,23.28
D04,2016,8,33.39,29.52,5,54,0,Regular,20.03
D04,2016,9,30.78,23.44,5,54,0,Regular,18.47
D04,2016,10,38.87,7.61,5,54,0,Regular,23.32
D04,2016,11,32.72,23.26,5,54,0,Regular,19.63
D04,2016,12,40.77,10.55,5,54,0,Regular,24.46
D04,2017,1,41.57,9.01,5,54,0,Regular,24.94
D04,2017,2,46.04,-2.15,5,54,0,Regular,27.63
D04,2017,3,34.18,27.6,5,54,0,Regular,20.51
D04,2017,4,32.77,29.54,5,54,0,Regular,19.66
D04,2017,5,33.46,26.68,5,54,0,Regular,20.08
D04,2017,6,40.93,5.29,5,54,0,Regular,24.56
D04,2017,7,45.52,0.01,5,54,0,Regular,27.31
D04,2017,8,40.03,15.02,5,54,0,Regular,24.02
D04,2017,9,36.84,12.66,5,54,0,Regular,22.1
D04,2017,10,32.76,22.89,5,54,0,Regular,19.66
D04,2017,11,36.41,18.56,5,54,0,Regular,21.85
D04,2017,12,30.6,25.62,5,54,0,Regular,18.36
D04,2018,1,37.78,10.62,5,54,0,Regular,22.67
D04,2018,2,34.75,18.19,5,54,0,Regular,20.85
D04,2018,3,45.72,2.41,5,54,0,Regular,27.43
D04,2018,4,33.89,18.09,5,54,0,Regular,20.33
D04,2018,5,41.58,10.22,5,54,0,Regular,24.95
D04,2018,6,47.67,0.61,5,54,0,Regular,28.6
D04,2018,7,33.7,26.59,5,54,0,Regular,20.22
D04,2018,8,42.59,2.71,5,54,0,Regular,25.55
D04,2018,9,41.95,11.67,5,54,0,Regular,25.17
D04,2018,10,43.56,-0.69,5,54,0,Regular,26.14
D04,2018,11,39.9,13.71,5,54,0,Regular,23.94
D04,2018,12,47.47,-1.83,5,54,0,Regular,28.48
D04,2019,1,35.23,25.52,5,54,0,Regular,21.14
D04,2019,2,35.09,21.82,5,54,0,Regular,21.06
D04,2019,3,35.89,17.54,5,54,0,Regular,21.54
D04,2019,4,36.76,20.11,5,54,0,Regular,22.06
D04,2019,5,42.07,8.36,5,54,0,Regular,25.24
D04,2019,6,40.2,14.67,5,54,0,Regular,24.12
D04,2019,7,32.09,23.3,5,54,0,Regular,19.26
D04,2019,8,43.4,-0.95,5,54,0,Regular,26.04
D04,2019,9,47.78,-1.88,5,54,0,Regular,28.67
D04,2019,10,32.97,27.8,5,54,0,Regular,19.78
D04,2019,11,45.07,-0.94,5,54,0,Regular,27.04
D04,2019,12,35.69,24.87,5,54,0,Regular,21.41
D04,2020,1,34.81,15.19,5,54,0,Regular,20.89
D04,2020,2,47.03,-2.83,5,54,0,Regular,28.22
D04,2020,3,35.95,24.65,5,54,0,Regular,21.57
D04,2020,4,41.5,6.19,5,54,0,Regular,24.9
D04,2020,5,37.79,18.78,5,54,0,Regular,22.67
D04,2020,6,39.41,13.19,5,54,0,Regular,23.65
D04,2020,7,43.38,2.77,5,54,0,Regular,26.03
D04,2020,8,38.24,13.84,5,54,0,Regular,22.95
D04,2020,9,48.03,0.06,5,54,0,Regular,28.82
D04,2020,10,33.25,24.3,5,54,0,Regular,19.95
D04,2020,11,40.53,10.95,5,54,0,Regular,24.32
D04,2020,12,46.34,0.11,5,54,0,Regular,27.8
D04,2021,1,35.1,23.05,5,54,0,Regular,21.06
D04,2021,2,36.27,15.96,5,54,0,Regular,21.76
D04,2021,3,28.31,29.66,5,54,0,Regular,16.99
D04,2021,4,31.69,29.89,5,54,0,Regular,19.02
D04,2021,5,41.5,11.74,5,54,0,Regular,24.9
D04,2021,6,40.46,12.33,5,54,0,Regular,24.28
D04,2021,7,44.19,8.18,5,54,0,Regular,26.52
D04,2021,8,44.04,6.66,5,54,0,Regular,26.42
D04,2021,9,45.61,2.37,5,54,0,Regular,27.37
D04,2021,10,34.92,23.36,5,54,0,Regular,20.95
D04,2021,11,49.17,-3.16,5,54,0,Regular,29.5
D04,2021,12,44.69,1.27,5,54,0,Regular,26.82
D04,2022,1,43.95,8.71,5,54,0,Regular,26.37
D04,2022,2,38.45,18.07,5,54,0,Regular,23.07
D04,2022,3,30.84,29.69,5,54,0,Regular,18.51
D04,2022,4,43.06,6.81,5,54,0,Regular,25.84
D04,2022,5,32.12,29.66,5,54,0,Regular,19.27
D04,2022,6,41.22,8.69,5,54,0,Regular,24.73
D04,2022,7,44.13,4.91,5,54,0,Regular,26.48
D04,2022,8,46.62,1.83,5,54,0,Regular,27.97
D04,2022,9,38.79,8.78,5,54,0,Regular,23.28
D04,2022,10,35.22,21.33,5,54,0,Regular,21.13
D04,2022,11,35.91,23.18,5,54,0,Regular,21.55
D04,2022,12,35.23,19.84,5,54,0,Regular,21.14
D04,2023,1,42.86,0.73,5,54,0,Regular,25.72
D04,2023,2,34.47,19.36,5,54,0,Regular,20.68
D04,2023,3,43.67,0.07,5,54,0,Regular,26.2
D04,2023,4,36.22,21.19,5,54,0,Regular,21.73
D04,2023,5,49.1,-4.68,5,54,0,Regular,29.46
D04,2023,6,38.9,15.15,5,54,0,Regular,23.34
D04,2023,7,28.49,29.6,5,54,0,Regular,17.09
D04,2023,8,30.83,28.26,5,54,0,Regular,18.5
D04,2023,9,35.73,24.46,5,54,0,Regular,21.44
D04,2023,10,49.06,-1.64,5,54,0,Regular,29.44
D04,2023,11,42.07,1.29,5,54,0,Regular,25.24
D04,2023,12,31.65,29.31,5,54,0,Regular,18.99
D05,2014,1,27.45,16.94,2,115,0,Regular,16.47
D05,2014,2,36.85,-3.81,2,115,0,Regular,22.11
D05,2014,3,31.58,12.1,2,115,0,Regular,18.95
D05,2014,4,23.21,28.41,2,115,0,Regular,13.93
D05,2014,5,33.58,8.14,2,115,0,Regular,20.15
D05,2014,6,26.03,22.84,2,115,0,Regular,15.62
D05,2014,7,27.58,22.22,2,115,0,Regular,16.55
D05,2014,8,26.27,17.76,2,115,0,Regular,15.76
D05,2014,9,26.77,17.86,2,115,0,Regular,16.06
D05,2014,10,34.4,-0.8,2,115,0,Regular,20.64
D05,2014,11,31.45,12.12,2,115,0,Regular,18.87
D05,2014,12,27.22,12.84,2,115,0,Regular,16.33
D05,2015,1,29.41,15.05,2,115,0,Regular,17.65
D05,2015,2,35.68,4.58,2,115,0,Regular,21.41
D05,2015,3,23.19,22.8,2,115,0,Regular,13.91
D05,2015,4,31.39,11.95,2,115,0,Regular,18.84
D05,2015,5,31.84,10.18,2,115,0,Regular,19.1
D05,2015,6,34.64,-1.52,2,115,0,Regular,20.78
D05,2015,7,24.87,26.81,2,115,0,Regular,14.92
D05,2015,8,37.64,1.47,2,115,0,Regular,22.58
D05,2015,9,38.99,-4.31,2,115,0,Regular,23.39
D05,2015,10,31.49,13.77,2,115,0,Regular,18.89
D05,2015,11,30.56,12.1,2,115,0,Regular,18.34
D05,2015,12,30.05,15.47,2,115,0,Regular,18.03
D05,2016,1,22.92,22.65,2,115,0,Regular,13.75
D05,2016,2,28.62,21.35,2,115,0,Regular,17.17
D05,2016,3,21.38,26.42,2,115,0,Regular,12.83
D05,2016,4,26.6,15.97,2,115,0,Regular,15.96
D05,2016,5,31.1,14.42,2,115,0,Regular,18.66
D05,2016,6,34.62,-0.69,2,115,0,Regular,20.77
D05,2016,7,33.36,2.22,2,115,0,Regular,20.01
D05,2016,8,31.27,14.69,2,115,0,Regular,18.76
D05,2016,9,41.27,-3.77,2,115,0,Regular,24.76
D05,2016,10,29.32,12.72,2,115,0,Regular,17.59
D05,2016,11,29.01,14.05,2,115,0,Regular,17.41
D05,2016,12,19.46,28.08,2,115,0,Regular,11.68
D05,2017,1,36.42,5.52,2,115,0,Regular,21.85
D05,2017,2,31.61,13.18,2,115,0,Regular,18.96
D05,2017,3,27.13,18.07,2,115,0,Regular,16.28
D05,2017,4,30.07,15.2,2,115,0,Regular,18.04
D05,2017,5,32.77,13.29,2,115,0,Regular,19.66
D05,2017,6,33.07,7.32,2,115,0,Regular,19.84
D05,2017,7,32.92,2.34,2,115,0,Regular,19.75
D05,2017,8,23.08,23.69,2,115,0,Regular,13.85
D05,2017,9,34.51,1.58,2,115,0,Regular,20.7
D05,2017,10,27.17,24.14,2,115,0,Regular,16.3
D05,2017,11,26.76,16.08,2,115,0,Regular,16.06
D05,2017,12,30.49,7.57,2,115,0,Regular,18.29
D05,2018,1,25.56,16.78,2,115,0,Regular,15.33
D05,2018,2,33.83,3.92,2,115,0,Regular,20.3
D05,2018,3,22.59,26.63,2,115,0,Regular,13.55
D05,2018,4,36.07,-2.09,2,115,0,Regular,21.64
D05,2018,5,32.72,9.89,2,115,0,Regular,19.63
D05,2018,6,27.05,13.76,2,115,0,Regular,16.23
D05,2018,7,29.15,20.64,2,115,0,Regular,17.49
D05,2018,8,24.96,19.39,2,115,0,Regular,14.98
D05,2018,9,33.43,8.02,2,115,0,Regular,20.06
D05,2018,10,25.27,23.72,2,115,0,Regular,15.16
D05,2018,11,29.58,9.69,2,115,0,Regular,17.75
D05,2018,12,21.23,29.74,2,115,0,Regular,12.74
D05,2019,1,39.17,-4.09,2,115,0,Regular,23.5
D05,2019,2,35.39,-2.29,2,115,0,Regular,21.23
D05,2019,3,37.37,-1.15,2,115,0,Regular,22.42
D05,2019,4,38.69,-2.69,2,115,0,Regular,23.21
D05,2019,5,31.65,7.7,2,115,0,Regular,18.99
D05,2019,6,36.43,4.56,2,115,0,Regular,21.86
D05,2019,7,32.11,2.9,2,115,0,Regular,19.26
D05,2019,8,35.21,8.2,2,115,0,Regular,21.13
D05,2019,9,30.0,8.25,2,115,0,Regular,18.0
D05,2019,10,20.86,27.4,2,115,0,Regular,12.51
D05,2019,11,25.09,20.49,2,115,0,Regular,15.06
D05,2019,12,24.56,23.75,2,115,0,Regular,14.74
D05,2020,1,30.95,13.51,2,115,0,Regular,18.57
D05,2020,2,24.16,25.29,2,115,0,Regular,14.5
D05,2020,3,30.75,16.26,2,115,0,Regular,18.45
D05,2020,4,38.69,0.98,2,115,0,Regular,23.21
D05,2020,5,31.25,8.63,2,115,0,Regular,18.75
D05,2020,6,28.84,20.95,2,115,0,Regular,17.3
D05,2020,7,30.26,13.61,2,115,0,Regular,18.16
